,OBJECTID,Traffic area,TAZ_Number,en_area name,Authority,Inside the city of Jerusalem?,Inside the Jerusalem metropolis?,sector,A total of one until 2020,Additional unit 2020_ 2025,Additional unit 2025_ 2030,Additional unit 2030_ 2035,Addendum y_d 2035_ 2040,Total addition between 2020_2040,A total of one until 2040,Gm_b average 2020,Gm_b average 2025,Gm_b average 2030,Gm_b average 2035,Gm_b average 2040,2020 population projections,Population projections 2025,Population projections 2030,2035 population projections,Population projections 2040,Total students 2020,Total students 2025,Total students 2030,Total students 2035,Total students 2040,Total employed 2020,Total employed 2025,Total employed 2030,Total employed 2035,Total employed 2040,Total Yeshiva students and include 2020,Total Yeshiva students and include 2025,Total Yeshiva students and include 2030,Total yeshiva students and include 2035,Total Yeshiva students including 2040,Higher education students 2020,Higher education students 2025,Higher education students 2030,Higher education students 2035,Higher education students 2040,Shape_Area,Shape__Length,Units per square kilometer - 2020,Units per square kilometer - 2040,Employed per square kilometer - 2020,Employed per square kilometer - 2040
211,212,6603,6603,Al Hilal,Jerusalem,1,1,Arab,1201.35237,37.04908403,35.64908403,22.64908403,22.64908403,117.9963361,1319.348706,4.0,4.0,4.0,4.0,4.0,4805.409478,4953.605814,5096.20215,5186.798486,5277.394822,622.7923561,722.5847122,822.3770684,922.1694245,1021.961781,251.6862561,263.6866682,275.5792804,286.4708925,277.4301432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276944.400787354,2161.82387113326,4337.88286235271,4763.94793413078,908.797055959447,1001.75393476548
212,213,6604,6604,Taa Hussain,Jerusalem,1,1,Arab,453.1175886,87.0291844,188.6291844,158.8291844,164.8291844,599.3167376,1052.434326,4.0,4.0,4.0,4.0,4.0,1812.470354,2160.587092,2915.10383,3550.420567,4209.737305,853.0,853.0,792.6631149,948.2542966,1086.948081,168.5953009,175.296548,184.2901141,210.7824863,769.2868902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141100.993225098,2064.12947117201,3211.29978069782,7458.730813617,1194.85552189587,5452.03029841725
213,214,6605,6605,Beit Hanina South,Jerusalem,1,1,Arab,259.1307201,39.56789846,4.767898464,4.767898464,4.767898464,53.87159385,313.002314,4.0,4.0,4.0,4.0,4.0,1036.52288,1194.794474,1213.866068,1232.937662,1252.009256,2545.2,2672.46,2806.083,2946.38715,3093.706508,199.1637904,213.8760185,226.4919217,239.7202637,324.1277921,0.0,0.0,0.0,0.0,0.0,3150.0,3307.5,3472.875,3646.51875,3828.844688,292534.85256958,3015.66827620965,885.811443743665,1069.96589039096,680.820724951494,1107.99718137142
214,215,6606,6606,Beit Hanina North,Jerusalem,1,1,Arab,859.5536291,173.9971852,170.6971852,168.5971852,154.1971852,667.4887407,1527.04237,4.0,4.0,4.0,4.0,4.0,3438.214517,4134.203257,4816.991998,5491.380739,6108.169479,1050.0,1262.548744,1471.066326,1677.018623,1865.380395,285.3517984,343.114814,399.7823065,455.7526478,506.9425242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552763.697875977,3362.26677354752,1555.01099729031,2762.55907518482,516.227457585365,917.105313080351
215,216,6507,6507,Al Farabi,Jerusalem,1,1,Arab,883.9794959,293.2361442,448.6361442,419.4361442,433.8361442,1595.144577,2479.124072,4.0,4.0,4.0,4.0,4.0,3535.917984,4708.86256,6503.407137,8181.151713,9916.49629,384.4127392,505.7532385,663.1424548,819.3901381,960.1593728,372.1943645,405.8964267,454.8687546,501.488042,976.6504466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648514.765853882,3593.20258228038,1363.08306679199,3822.77197456839,573.918103483645,1505.98027681617
216,217,6508,6508,Al Ma'mon,Jerusalem,1,1,Arab,1232.23229,89.6813902,83.4813902,71.0813902,63.0813902,307.3255608,1539.557851,4.0,4.0,4.0,4.0,4.0,4928.929161,5287.654722,5621.580283,5905.905843,6158.231404,1342.31161,1503.623219,1664.934829,1826.246438,1987.558048,456.1932709,477.8856355,499.1006001,519.3607647,532.0401902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556219.610366821,3243.67884269231,2215.3700930957,2767.89566981408,820.167542455299,956.529004522377
217,218,6510,6510,King's palace,Jerusalem,1,1,Arab,252.6791282,24.55536785,78.95536785,34.75536785,34.75536785,173.0214714,425.7005996,4.0,4.0,4.0,4.0,4.0,1010.716513,1108.937984,1424.759456,1563.780927,1702.802398,1357.4,1493.14,1642.454,1806.6994,1987.36934,171.2996594,185.6332561,205.3999361,223.1319277,202.7145456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249374.743637085,2084.09085736979,1013.25067853593,1707.07182849087,686.916633583762,812.891244090903
218,219,6509,6509,an entertainer,Jerusalem,1,1,Arab,1289.734823,138.0949004,174.9949004,193.2949004,41.49490044,547.8796018,1837.614425,4.0,4.0,4.0,3.98663786,3.986939589,5158.939293,5711.318894,6411.298496,7160.478098,7326.4577,2083.0,2044.738682,2179.167593,2390.545709,2364.600972,238.7259994,245.8520192,271.6492767,305.9093114,336.6597451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358548.452529907,2538.5935788145,3597.10051430893,5125.14950778297,665.812382442474,938.951884255918
219,220,6307,6307,Pisgat Ze'ev - Mall,Jerusalem,1,1,Jewish,468.3563923,0.0,0.0,185.5,0.0,185.5,653.8563923,3.341520002,3.345133565,3.336463893,3.28585945,3.231717178,1565.022253,1566.714688,1562.654192,2148.480206,2113.078935,53.0,53.0,53.0,72.36906377,72.36906377,424.4105321,424.4105321,424.4105321,440.4695296,615.197788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148039.121109009,1996.66661876567,3163.73394269968,4416.78110084517,2866.88092256022,4155.6433420528
220,221,6306,6306,West Wolf Peak,Jerusalem,1,1,Jewish,829.4240955,0.0,0.0,12.6,0.0,12.6,842.0240955,3.341520002,3.345133565,3.336463893,3.289725006,3.234981334,2771.537206,2774.534382,2767.343547,2770.027723,2723.932232,692.8843014,693.7834543,691.6262037,692.4314566,678.6028092,404.344096,410.1529657,684.998761,691.6888692,694.1256329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230622.901123047,1868.47987614064,3596.45157294014,3651.08621650174,1753.26948898395,3009.78623337001
221,222,6403,6403,Shuafat refugee camp - West,Jerusalem,1,1,Arabs beyond the separation fence,1128.950391,206.7096035,148.7371549,149.1757754,147.8987611,652.5212949,1781.471686,5.5,5.2,5.2,5.2,5.2,6209.227153,6945.431974,7718.865179,8494.579211,9263.652769,3103.915979,3447.831959,3791.747938,4135.663917,4479.579896,222.7457573,270.1880282,313.1664205,356.1785867,397.4054821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227586.699432373,2304.07179909068,4960.5288613778,7827.66167989251,978.729239694381,1746.17182414954
222,223,6511,6511,Eastern Electric Company,Jerusalem,1,1,Arab,72.32263001,58.00620442,53.00620442,1.206204423,1.206204423,113.4248177,185.7474477,4.2,4.2,4.2,4.2,4.2,303.755046,547.3811046,770.0071632,775.0732218,780.1392803,0.0,0.0,0.0,0.0,0.0,427.4627013,431.929179,436.0106568,436.1035345,4185.728713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430709.149490356,4510.36203216055,167.915239542919,431.259581831007,992.462551134106,9718.22567027618
223,224,1401,1401,The top of the beer,Jerusalem,1,1,Jewish,617.6410073,0.0,0.0,200.0,200.0,400.0,1017.641007,2.3,2.3,3.0,3.2,3.2,1420.574317,1420.574317,1852.923022,2616.451223,3256.451223,778.0287158,778.0287158,808.2931252,861.7400993,906.5400993,118.8776565,118.8776565,121.651894,141.9512,161.4578667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326430.828079224,2613.67524727565,1892.10379097559,3117.47825102175,364.174110636232,494.615865940256
224,225,1402,1402,the French Hill,Jerusalem,1,1,Jewish,1296.683317,0.0,264.5,323.5,161.0,749.0,2045.683317,2.3,2.3,3.0,3.2,3.2,2982.371629,2982.371629,4683.549951,6030.986614,6546.186614,371.1185815,371.1185815,490.201064,584.5216304,620.5856304,133.8638187,133.8638187,267.4846201,320.752172,755.3350386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266610.376266479,2435.37087280694,4863.5890889106,7672.93211032162,502.095306921595,2833.10443193342
225,226,5112,5112,Parked and traveled Nahal Scofus,Jerusalem,1,1,Jewish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38110.9100189209,794.738095164632,0.0,0.0,0.0,0.0
226,227,5108,5108,Givat Mibitar,Jerusalem,1,1,Jewish,487.0916667,8.0,8.0,8.0,8.0,32.0,519.0916667,3.813909819,4.070944328,4.303465507,4.50013572,4.658368565,1857.72369,2015.490612,2165.037634,2299.981865,2418.120302,85.68754096,86.36353531,87.02827149,87.68202842,88.3250759,231.7079716,239.4801509,247.2311538,254.2532008,260.515114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311974.209533691,2506.44323849836,1561.320300893,1663.89288228629,742.715149262929,835.053366717052
227,228,1003,1003,Dormitory / sports center,Jerusalem,1,1,Jewish,592.8571429,0.0,220.7875,662.3625,0.0,883.15,1476.007143,1.706928794,1.682066406,3.0,3.0,3.5,1011.964928,997.2250838,2440.933929,4428.021429,5166.025,0.0,0.0,366.1400893,962.2663393,1183.667411,197.6071429,197.6071429,289.8856469,520.6775406,540.9726388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170666.183364868,1724.21880352374,3473.78215889745,8648.50384475076,1157.85763180474,3169.77053177226
228,229,1001,1001,Hadassah Mount Scopus,Jerusalem,1,1,Jewish,0.0,0.0,0.0,216.5,0.0,216.5,216.5,3.2,3.2,3.2,3.2,3.2,0.0,0.0,0.0,692.8,692.8,0.0,0.0,0.0,48.496,48.496,2146.723735,3064.706449,3507.753443,5219.248361,5517.592743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189172.712234497,2009.89160043199,0.0,1144.45681643359,11347.9566351987,29166.9590070709
229,230,1004,1004,The student village,Jerusalem,1,1,Jewish,500.0,0.0,0.0,178.5,178.5,357.0,857.0,1.706928794,2.096504812,3.0,3.2,3.2,853.4643972,1048.252406,1500.0,2171.2,2742.4,0.0,0.0,90.0,130.272,164.544,27.5,27.5,35.75,91.8577,147.4154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80696.4694824219,1132.9089086495,6196.05793421873,10620.0432992509,340.78318638203,1826.78871759206
230,231,1404,1404,Hyatt Hotel,Jerusalem,1,1,Jewish,121.0,7.2,7.2,7.2,7.2,28.8,149.8,4.2,4.2,4.2,4.2,4.2,508.2,538.44,568.68,598.92,629.16,25.41,26.922,28.434,29.946,31.458,286.29425,287.62085,288.94745,290.27405,291.60065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120561.274002075,1807.10456705499,1003.63902921196,1242.52170723927,2374.67837304931,2418.69250647584
231,232,1207,1207,Augusta Victoria,Jerusalem,1,1,Arab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.4133355,476.8488817,484.8650373,492.2069368,498.9120389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204525.513702393,2298.15683419432,0.0,0.0,2295.13338948533,2439.36333354465
232,233,1002,1002,Mount Scopus campus,Jerusalem,1,1,Jewish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5754.375,5754.375,5754.375,5754.375,6228.720561,0.0,0.0,0.0,0.0,0.0,11625.0,11857.5,12094.65,12336.543,12583.27386,570913.359146118,3970.47077242568,0.0,0.0,10079.2439129581,10910.0977603956
233,234,6308,6308,Pisgat Ze'ev Mizrah - Bnei Akiva,Jerusalem,1,1,Jewish,771.9626453,0.0,0.0,0.0,0.0,0.0,771.9626453,3.693971838,3.655796426,3.631612792,3.587949053,3.532328124,2851.608272,2822.13828,2803.469417,2769.762642,2726.825363,643.1022425,672.0508828,626.558902,611.3218142,581.5952008,185.6495682,188.3031936,184.1330953,182.7363623,188.8368975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277941.645599365,2803.74466099796,2777.42705176587,2777.42705176587,667.944408977134,679.412029430797
234,235,6305,6305,Pisgat Ze'ev Mizrah - Park,Jerusalem,1,1,Jewish,551.7262436,0.0,0.0,147.0,0.0,147.0,698.7262436,3.693971838,3.655796426,3.631612792,3.587949053,3.532328124,2038.061206,2016.998829,2003.656084,2506.994164,2468.130361,459.6289557,480.3187192,447.8053329,553.3254716,526.4190339,303.2948444,305.1914061,302.2110124,323.2026917,399.9151795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115741.60786438,1495.00248378305,4766.87903149302,6036.94951619068,2620.44782335654,3455.24126439128
235,236,5102,5102,Ma'alot Dafna West,Jerusalem,1,1,Ultra Orthodox,430.0,16.65,39.55,13.15,13.15,82.5,512.5,4.336797639,4.418363527,4.398353877,4.414372896,4.414895637,1864.822985,1973.462069,2138.479655,2204.317106,2262.634014,830.0700918,920.2676536,928.6777183,956.7908635,970.8136852,188.4636798,201.8027315,208.4770716,214.1845052,218.092441,128.7339197,141.6344803,153.3737417,154.5248886,158.2137494,0.0,0.0,0.0,0.0,0.0,67543.5178833008,1365.18837575925,6366.26597896394,7587.7007307419,2790.25561158394,3228.91741257558
236,237,5111,5111,Ma'alot Dafna Mizrah,Jerusalem,1,1,Ultra Orthodox,312.7778626,16.9,10.4,10.4,10.4,48.1,360.8778626,4.262920118,4.350948253,4.392462435,4.408939017,4.405702369,1333.347043,1434.41132,1493.779236,1545.235523,1589.920454,333.3367607,363.656044,381.4664188,396.9033048,410.3087841,120.941109,126.7688,130.7479074,134.2847679,137.4418932,230.1693302,237.1812898,238.3251222,241.3016225,243.4264796,0.0,0.0,0.0,0.0,0.0,88541.2864227295,1327.41411831564,3532.56514827084,4075.81454008961,1365.92897942076,1552.29157778215
237,238,5109,5109,Parked and drove the ammunition hill,Jerusalem,1,1,Jewish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43395.9907836914,860.015885311989,0.0,0.0,0.0,0.0
238,239,5110,5110,Ammunition hill,Jerusalem,1,1,Jewish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486.0,1486.0,1486.0,1486.0,1486.0,714.5527512,725.6785242,737.6707458,748.6535832,758.6833898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181908.99760437,1823.4695276814,0.0,0.0,3928.0781083411,4170.67544646716
239,240,1305,1305,Sheik Jarrah - Health Centers,Jerusalem,1,1,Arab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.436867602,3.436867602,3.436867602,3.436867602,3.436867602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.505745,1341.609207,1488.288841,1568.544871,1647.607898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54783.5341949463,1040.96003790878,0.0,0.0,23483.4382977555,30074.8741791104
240,241,1301,1301,Wadi Jose North,Jerusalem,1,1,Arab,526.3874346,35.0,35.0,35.0,35.0,140.0,666.3874346,4.50257732,4.50257732,4.50257732,4.50257732,4.50257732,3319.829843,2527.69033,2685.280537,2842.870743,3000.460949,663.9659686,505.5380661,537.0561073,568.5741485,600.0921898,735.5255031,766.1985181,807.6655128,842.9270745,875.7333609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219515.007873535,2406.65344323218,2397.95647550102,3035.72608112477,3350.68435741644,3989.40085866256
241,242,1302,1302,Wadi Jose South,Jerusalem,1,1,Arab,778.6387435,19.58130927,19.58130927,19.58130927,19.58130927,78.32523707,856.9639805,4.50257732,4.50257732,4.50257732,4.50257732,4.50257732,4910.732984,3594.047505,3682.213864,3770.380223,3858.546582,982.1465969,718.8095011,736.4427729,754.0760447,771.7093165,572.4417146,572.9818903,605.3278263,637.721047,941.935971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146574.535079956,2021.64093601343,5312.23751161997,5846.60889446129,3905.46498604095,6426.32753695024
242,243,906,906,Karam Avraham North,Jerusalem,1,1,Ultra Orthodox,671.0,24.0,24.0,24.0,36.0,108.0,779.0,4.3,4.3,4.3,4.3,4.3,2885.3,2988.5,3091.7,3194.9,3349.7,1237.549729,1416.199074,1395.914948,1419.370551,1469.562496,358.1109813,376.3351712,376.323793,380.32189,401.2305055,227.9673684,234.1350632,253.5048831,279.0286763,287.0483139,0.0,0.0,0.0,0.0,0.0,54434.5555267334,1115.37665059616,12326.7287388884,14310.7625746558,6578.74355425072,7370.87869309324
243,244,908,908,Abraham's vineyard,Jerusalem,1,1,Ultra Orthodox,789.0,48.48333333,23.48333333,26.48333333,23.48333333,121.9333333,910.9333333,4.3,4.3,4.3,4.3,4.3,3392.7,3601.178333,3702.156667,3816.035,3917.013333,409.1431433,485.7316991,479.8176284,488.1690711,501.0883634,772.5873742,783.3412084,784.607302,787.4120675,1080.248421,589.0197673,591.4050662,607.5997839,630.3382268,626.7586519,0.0,0.0,0.0,0.0,0.0,79778.746673584,1342.76763940753,9889.85203325149,11418.2457268613,9684.12523903206,13540.5539199538
244,245,5208,5208,Elite elevation,Jerusalem,1,1,Ultra Orthodox,1078.193873,56.4,124.2,10.0,10.0,200.6,1278.793873,5.416805652,5.631892718,5.698790949,6.029476275,6.146896631,5840.366667,6389.910973,7173.603132,7650.162556,7860.613752,2736.845954,3253.786094,3367.186483,3531.435802,3519.027512,976.9973134,1053.93348,1093.663363,1125.292889,1131.474476,680.0707039,690.1859683,726.9985185,761.0623909,789.9688078,0.0,0.0,0.0,0.0,0.0,205566.519058228,2583.99496307857,5244.9877438193,6220.82758835731,4752.70641287291,5504.17685323312
245,246,5202,5202,Romema - Petah Tikva St,Jerusalem,1,1,Ultra Orthodox,750.0,16.5,41.95,13.45,6.25,78.15,828.15,4.439503659,4.834911476,5.131773476,5.432888218,5.463096855,3329.627744,3705.959646,4148.782267,4465.290826,4524.263661,1642.730828,1679.44834,1726.187013,1805.333379,1808.917627,852.4387587,870.2832015,896.0632291,920.4089948,928.0144853,550.8517136,571.0305514,610.2061817,639.4563339,630.6353475,0.0,0.0,0.0,0.0,0.0,83755.1021728516,1643.48807603168,8954.67834845655,9887.75583236572,10177.7531945548,11080.0949580933
246,247,5203,5203,yield,Jerusalem,1,1,Ultra Orthodox,1024.885867,27.7,40.0,40.0,30.0,137.7,1162.585867,4.772238701,4.772238701,4.9,5.0,5.0,4891.0,5023.191012,5353.67075,5662.929336,5812.929336,458.002312,535.2006562,514.3948058,495.2754913,493.4199136,1031.917725,1063.863747,1080.450039,1092.78143,1108.337143,1434.260958,1401.875354,1431.598638,1468.700694,1489.952287,0.0,0.0,0.0,0.0,0.0,66710.4882049561,1333.34344307724,15363.1894260948,17427.3326171465,15468.5980086012,16614.1362898564
247,248,5207,5207,Rumma North,Jerusalem,1,1,Ultra Orthodox,400.0,100.0,200.0,50.0,0.0,350.0,750.0,3.834256965,4.138897925,4.328086598,4.497076907,4.607699216,1533.702786,2069.448963,3029.660618,3372.80768,3455.774412,685.5991222,1050.710308,1599.56295,1892.070441,1913.459981,1667.622108,1722.547781,1815.048631,1861.217703,1867.64572,239.5902679,222.7851227,292.1003684,337.434208,342.2216781,0.0,0.0,0.0,0.0,0.0,90570.0291595459,1573.25451757921,4416.47202404418,8280.88504508284,18412.515966649,20621.0126830146
248,249,5206,5206,Romema - Ministry of Health,Jerusalem,1,1,Ultra Orthodox,115.0,0.0,22.2,0.0,0.0,22.2,137.2,2.5,2.5,2.5,2.5,2.5,287.5,287.5,343.0,343.0,343.0,0.0,0.0,0.0,0.0,0.0,1750.358934,1769.236052,1791.563293,1810.784867,1828.703817,104.799907,104.9504062,107.6923785,107.8566716,108.6033424,0.0,0.0,0.0,0.0,0.0,33523.2867279053,800.769558855801,3430.45122435063,4092.67746070354,52213.2256364641,54550.254330455
249,250,5204,5204,Rozin yeshiva,Jerusalem,1,1,Ultra Orthodox,320.0,0.0,0.0,0.0,39.3,39.3,359.3,4.772238701,4.772238701,4.9,5.0,5.0,1527.116384,1527.116384,1568.0,1600.0,1796.5,381.7790961,381.7790961,394.0441808,403.6441808,462.5941808,682.1024631,692.5416872,707.6342309,721.3601818,739.6554936,391.238893,357.9909193,381.1967601,411.4448545,436.7306158,0.0,0.0,0.0,0.0,0.0,47039.8739624023,971.906048292351,6802.73931549577,7638.20073768009,14500.5163841465,15724.0109569848
250,251,904,904,Israeli television,Jerusalem,1,1,Ultra Orthodox,220.0,5.0,525.0,50.0,5.0,585.0,805.0,4.625810094,4.625810094,4.625810094,4.625810094,4.625810094,1017.678221,1040.807271,3469.35757,3700.648075,3723.777126,140.0381917,446.7821086,495.9835759,510.0283169,495.0185662,2460.032396,2488.535588,2533.470723,2538.608157,2957.070732,322.3620254,507.1989427,459.9042455,477.4959206,501.0657014,0.0,0.0,0.0,0.0,0.0,52252.4493713379,1160.61418465334,4210.32894432461,15405.9763644605,47079.7527311591,56592.0022425216
251,252,5205,5205,Romema South,Jerusalem,1,1,Ultra Orthodox,110.0138512,127.3,115.8,0.0,0.0,243.1,353.1138512,3.524364152,3.534151895,4.315888472,4.300637832,4.459920714,387.7288736,838.7031972,1524.0,1518.614788,1574.85978,720.0,720.0,719.8821285,1240.318891,1342.807145,936.7643332,958.0938915,982.1298625,1066.868906,1085.586064,60.2941287,91.65837979,133.8962782,232.8632957,206.0422654,0.0,0.0,0.0,0.0,0.0,54653.6880340576,1141.57322118928,2012.92639449042,6460.93363324276,17140.0022010638,19862.9974124256
252,253,5701,5701,Ramot - Koipman,Jerusalem,1,1,Jewish,390.5518846,6.0,6.0,6.0,6.0,24.0,414.5518846,4.606524023,4.828314789,5.016495764,5.164304097,5.298573131,1799.086638,1914.677329,2019.399824,2109.886171,2196.533477,294.9951142,350.3051092,336.5654309,338.818998,338.1349561,221.0372587,233.5606401,236.2097127,240.5360411,244.1226155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60592.0872192383,1198.35637082159,6445.59219732569,6841.68352049074,3647.95584446907,4028.95207449612
253,254,5707,5707,Ramot - build your house,Jerusalem,1,1,Jewish,770.0,0.0,0.0,0.0,200.0,200.0,970.0,4.6406619,4.861701912,5.049306447,5.196122139,5.329848823,3573.309663,3743.510473,3887.965964,4001.014047,5169.953358,582.6654832,633.725726,677.0623735,710.9767982,1061.658592,112.7010026,117.3815249,121.3540509,124.4628732,172.0087042,267.9982247,280.7632854,291.5974473,300.0760535,387.7465019,0.0,0.0,0.0,0.0,0.0,805022.086288452,4747.25528543218,956.495496353496,1204.93588501674,139.997404443407,213.669546624546
254,255,6208,6208,700 apartments,Jerusalem,1,1,Ultra Orthodox,293.1976472,24.0,149.8,0.0,0.0,173.8,466.9976472,5.0,5.0,5.0,4.8,4.6,1465.988236,1585.988236,2334.988236,2241.588707,2148.189177,102.0,102.0,152.195795,152.195795,152.195795,31.92621884,33.77421884,49.91010005,49.91010005,38.17843059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49133.5630493164,944.878050607762,5967.35976395018,9504.65665865235,649.784319691104,777.033624687049
255,256,6003,6003,Neve Ya'akov - South West,Jerusalem,1,1,Ultra Orthodox,805.1433251,40.5,0.0,0.0,0.0,40.5,845.6433251,5.0,5.0,5.0,4.8,4.6,4025.716626,4228.216626,4228.216626,4059.087961,3889.959296,642.6433819,767.2867637,891.9301456,1016.573527,1141.216909,120.9050127,135.449156,146.8747994,158.3004427,134.8547985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200680.402801514,2363.29450803264,4012.06751561258,4213.88094350397,602.475433635556,671.987880318241
256,257,208,208,at St. George's,Jerusalem,1,1,Arab,30.83511777,1.413276231,2.826552463,4.239828694,5.653104925,14.13276231,44.96788009,5.5,5.4,5.4,5.2,5.2,147.2031403,174.1413276,189.4047109,204.4368308,233.8329764,728.0,736.0814562,740.6604712,745.1701072,753.9889508,809.4182112,897.7650279,985.1890141,1072.977484,1161.207604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51312.3711090088,1313.47762903477,600.929504982208,876.355528269577,15774.3287574932,22630.1684935415
257,258,207,207,Nablus Gate Triangle,Jerusalem,1,1,Arab,119.4860814,5.476445396,10.95289079,16.42933619,21.90578158,54.76445396,174.2505353,5.5,5.4,5.4,5.2,5.2,657.1734475,674.7976445,733.9432548,792.1927195,906.1027837,0.0,5.287259101,23.03094218,40.50578158,74.67880086,875.9904672,1304.354036,1730.872894,2159.131467,2589.101428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75373.3216094971,1158.60725309628,1585.25694302087,2311.83304091038,11622.0228655762,34350.3692382554
258,259,106,106,Mea Shearim West,Jerusalem,1,1,Ultra Orthodox,692.7980543,120.5,92.0,29.0,35.0,276.5,969.2980543,5.0,5.0,5.0,5.5,5.5,3463.990272,4066.490272,4526.490272,5138.639299,5331.139299,852.4855815,1083.09261,1306.800513,1540.005307,1776.550225,746.0841331,823.3594756,888.4276537,943.6549267,995.8497978,672.3197083,721.586119,744.7367277,762.7807873,786.1147958,0.0,0.0,0.0,0.0,0.0,66230.546005249,1055.12653894896,10460.4007680247,14635.2115868587,11264.9551921385,15036.1103428179
259,260,103,103,Mea Shearim Mizrah,Jerusalem,1,1,Ultra Orthodox,1129.0,14.0,73.0,14.0,17.0,118.0,1247.0,5.2,5.3,5.3,5.5,5.5,5148.009728,6057.9,6444.8,6765.0,6858.5,3978.0,4002.677419,4023.514874,4045.576444,4066.893855,794.8709697,838.2581302,904.7855541,956.9718147,1005.701579,1199.195616,1218.731161,1252.480912,1276.148474,1297.918715,0.0,0.0,0.0,0.0,0.0,97424.4270019531,1455.01797479576,11588.4694910997,12799.6647080614,8158.84675086736,10322.8893404714
260,261,10,10,Block 50,Jerusalem,1,1,Jewish,331.0,0.0,108.0,0.0,0.0,108.0,439.0,3.514285714,3.69,3.8745,4.068225,4.271428571,1163.228571,1221.39,1700.9055,1785.950775,1875.157143,0.0,0.0,0.0,0.0,0.0,1465.505469,1480.588667,1505.138025,1520.144448,1533.996385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38706.9772033691,805.240853102087,8551.42984327872,11341.6244749225,37861.5323356338,39631.0044295187
